call_id,call_date,caller_type,agent_name,restaurant_name,phone,outcome,pos_captured,poc_name,poc_role,availability_window,poc_email
C001167,2026-07-03,human,Layla,SIXPENCE CANTINA,(555) 988-2462,Gatekeeper,,,,,
C000481,2026-06-13,human,Layla,Mercado Wine Bar Verano Bay,+15555332046,POS Validated,Tessera Express,Elena Williams,Owner,,
C001195,2026-07-18,ai,dialler-02,Ironwood Bakery,555-337-4049,Callback,,,,,
C001380,2026-07-26,human,Layla,Tallgrass House,+15558130946,POS Validated,Cadence POS,,,,
C001337,2026-07-17,human,Zara,Cobalt Supper Club,555.299.3532,No Answer,,,,,
C000057,2026-06-26,ai,dialler-01,Foxtail Smokehouse - Miradero,555.538.9492,No Answer,,,,,
C000336,2026-06-13,ai,dialler-01,Nine Bridges Chophouse,555.688.3396,POS Validated,Cadence,,,,
C001474,2026-07-11,human,Sana,Juniper Steakhouse,(555) 695-2761,POS Validated,Vellum Restaurant,Linda Doyle,Co-Owner,,
C000466,2026-06-16,ai,dialler-02,Tidewater Osteria,(555) 396-7759,Data capture incomplete,,,,,
C001787,2026-07-06,ai,dialler-03,Kinship Juice Bar,555.714.1833,POS Validated,Meridian Cloud POS,Deborah Le,GM,,
C000888,2026-07-25,ai,dialler-01,Bellwether Supper Club Verano Bay,(555) 510-0334,Gatekeeper,,,,,
C001550,2026-07-19,human,Layla,Mercado Room,(555) 242-1511,POS Validated,Ironclad POS,Frank Andino,GM,After 9pm,frank.andino@mercadoroom.example
C000790,2026-07-12,ai,dialler-02,Plumb Chophouse,555.674.9429,No Answer,,,,,
C000020,2026-07-27,human,Hiba,Palisade Oyster Bar,(555) 536-4927,No Answer,,,,,
C000136,2026-07-22,human,Fatima,Ironwood Bistro,+15557376319,Not reached,,,,,
C000079,2026-07-19,human,Zara,Anchor Dining Room,555.531.4902,POS Validated,Cadence,Christina Brown,Operations Manager,,
C000712,2026-07-08,human,Layla,Gallow Tavern,555-679-5590,No Answer,,,,,
C000479,2026-08-01,ai,dialler-01,Mercado Wine Bar,+15555332046,No Answer,,,,,
C001673,2026-06-15,ai,dialler-03,Foxtail Grill,555-192-6335,Not reached,,,,,
C001017,2026-06-13,human,Hiba,Warbler House,+1 555 215 9729,Callback,,,,,
C001663,2026-07-17,ai,dialler-03,INKWELL BRASSERIE,(555) 287-7152,Callback,,,,,
C000348,2026-07-18,human,Layla,Harrow Wine Bar,555.883.4632,No Answer,,,,,
C001625,2026-06-10,ai,dialler-01,Kinship Smoothie,+15554209875,Not reached,,,,,
C000907,2026-07-01,human,Layla,Pike Counter Verano Bay,555.781.1905,Not reached,,,,,
C000770,2026-07-11,ai,dialler-03,Anchor Supper Club,(555) 120-7550,Data capture incomplete,,,,,
C000883,2026-07-11,ai,dialler-02,Bluebird Taqueria,+15555658909,Not reached,,,,,
C000783,2026-07-30,ai,dialler-02,Sixpence Supper Club Verano Bay,5559390609,Gatekeeper,,,,,
C001305,2026-06-21,ai,dialler-01,Fallowfield Bakery,(555) 968-9010,POS Validated,Fernpost,,,,
C000688,2026-06-18,human,Zara,Thicket Sandwich Shop,555-900-7607,Gatekeeper,,,,,
C001867,2026-07-04,human,Zara,Gallow House,+1 555 900 8040,No Answer,,,,,
C001372,2026-07-05,ai,dialler-03,Yarrow Oyster Bar Restaurant,(555) 634-2622,No Answer,,,,,
C001722,2026-06-16,ai,dialler-01,Golden Hour Juice Bar,555-481-0446,Data capture incomplete,,,,,
C000212,2026-07-21,ai,dialler-01,Roan Counter,555-970-6194,Callback,,,,,
C000680,2026-07-04,human,Layla,Fernwood Kiosk 1,(555) 522-3401,Gatekeeper,,,,,
C001130,2026-07-04,human,Fatima,Rambler Dining Room,555.490.6185,Not reached,,,,,
C001227,2026-06-11,ai,dialler-01,Ember Creamery 1,+1 555 392 7654,Callback,,,,,
C000682,2026-07-28,ai,dialler-03,Basil & Bone Taqueria,+15557138013,Data capture incomplete,,,,,
C001328,2026-07-31,ai,dialler-02,Sorrel Dining Room,555.940.8921,No Answer,,,,,
C001543,2026-06-17,human,Zara,Foxglove Brasserie,555.486.1457,No Answer,,,,,
C000700,2026-06-28,ai,dialler-03,Golden Hour Smokehouse,(555) 285-7292,POS Validated,northstar,,,,
C001374,2026-07-24,human,Hiba,The Inkwell Steakhouse,(555) 822-8998,No Answer,,,,,
C001202,2026-07-05,ai,dialler-03,Foxglove Bistro,+1 555 981 0674,Data capture incomplete,,Michael Singh,,,
C001382,2026-07-02,human,Sana,Northbank Grill,555.744.5746,Callback,,,,,
C001565,2026-06-27,human,Fatima,Thicket Kiosk 1,555.590.6658,Callback,,,,,
C000595,2026-07-27,ai,dialler-01,Nine Bridges Bistro,5556940146,Not reached,,,,,
C000246,2026-07-19,ai,dialler-03,Kinship Table,+1 555 506 8500,POS Validated,cadence flex,Omar Patel,Managing Partner,After 9pm,omar.patel@kinshiptable.example
C001224,2026-08-02,ai,dialler-01,The Ember Creamery 1,(555) 392-7654,POS Validated,Vellum POS,,,,
C000751,2026-06-10,ai,dialler-02,Rambler Cantina,555-223-4047,Data capture incomplete,,,,,
C001854,2026-06-11,ai,dialler-02,Persimmon Cantina,555-471-3993,Data capture incomplete,,Omar Brown,,,
C000539,2026-07-30,human,Layla,Wildwood Chophouse,(555) 626-6371,No Answer,,,,,
C001549,2026-06-28,ai,dialler-03,Mercado Room,+15552421511,Data capture incomplete,,,,,
C000572,2026-06-17,human,Fatima,Driftwood House,555-145-9750,No Answer,,,,,
C001532,2026-07-17,human,Layla,Prairie Kitchen,+15552357387,No Answer,,,,,
C000031,2026-07-29,human,Sana,KETTLE EXPRESS,5552665644,Not reached,,,,,
C000978,2026-07-13,human,Layla,Plumb Tavern,+15553505028,POS Validated,Saltbox,,,,
C000671,2026-07-01,ai,dialler-02,The Alder Brasserie,555.266.4575,Callback,,,,,
C000964,2026-07-19,ai,dialler-01,Roan Taqueria,(555) 512-6514,Data capture incomplete,,,,,
C000815,2026-07-04,human,Sana,Larkspur Donuts,555.147.3921,No Answer,,,,,
C000155,2026-07-25,ai,dialler-02,Olive & Ash Dining Room,+15558212080,Callback,,,,,
C001514,2026-06-19,human,Zara,Foxglove Grill,555.526.2331,No Answer,,,,,
C001317,2026-06-22,human,Hiba,The Loam Wine Bar,555-627-8551,Not reached,,,,,
C001554,2026-06-17,ai,dialler-01,Sparrow Table Restaurant,555.925.2887,Callback,,,,,
C000001,2026-08-01,ai,dialler-01,Vesper Taqueria,(555) 987-3835,No Answer,,,,,
C001731,2026-06-28,ai,dialler-01,The Halcyon Alehouse,5555452669,Data capture incomplete,,James Williams,,,
C001653,2026-06-28,ai,dialler-02,Loam Trattoria,(555) 746-1807,No Answer,,,,,
C001495,2026-07-12,ai,dialler-03,Ember Cafe 1 - Quarry End,5551765649,POS Validated,Ironclad,,,,
C000990,2026-07-15,ai,dialler-03,Blue Heron Bistro Restaurant,5552896044,No Answer,,,,,
C001212,2026-07-30,ai,dialler-02,Zephyr Creamery 1,555.212.0979,Data capture incomplete,,,,,
C000839,2026-06-22,human,Layla,Hearth Alehouse,(555) 258-7936,No Answer,,,,,
C000355,2026-06-12,human,Zara,Sparrow Juice Bar,+15557324126,Not reached,,,,,
C001770,2026-07-10,human,Hiba,Blue Heron Taqueria - Ferrymead,555.522.9877,No Answer,,,,,
C001516,2026-07-18,ai,dialler-01,Foxglove Grill,+1 555 526 2331,POS Validated,Orbit POS,Paul Novak,Operations Manager,Mon-Fri 10am-12pm,
C001253,2026-06-30,ai,dialler-02,Dovetail Cafe,+1 555 520 0975,Data capture incomplete,,Christina Brown,,,
C000264,2026-06-29,human,Fatima,Ember Wine Bar,+15553761703,Callback,,,,,
C001492,2026-07-07,human,Fatima,SPARROW BAKERY,555.825.8849,POS Validated,northstar,,,,
C001807,2026-07-30,human,Fatima,Plumb Express,555-435-8141,POS Validated,IRONCLAD,Yolanda Torres,Owner,Weekdays after 3pm,yolanda.torres@plumbexpress.example
C000299,2026-06-26,ai,dialler-01,Cinder Room,555-649-0270,Callback,,,,,
C000785,2026-08-01,human,Layla,Nine Bridges Tavern,+15554924989,Not reached,,,,,
C001571,2026-06-11,human,Fatima,Tallgrass Juice Bar,555-885-5869,Data capture incomplete,,Daniel Haddad,,,
C000036,2026-07-20,ai,dialler-01,Understory Steakhouse,555-997-3091,No Answer,,,,,
C000517,2026-07-28,ai,dialler-03,Ember Sandwich Shop,+1 555 547 2861,Data capture incomplete,,,,,
C000714,2026-07-23,ai,dialler-02,Marigold Chophouse,(555) 467-3418,No Answer,,,,,
C001248,2026-07-12,human,Layla,Gallow Brasserie Verano Bay,555.333.3266,No Answer,,,,,
C001557,2026-06-14,human,Fatima,Little Bear Smokehouse,+15555206758,POS Validated,vellum pos,Daniel Reyes,Co-Owner,Weekdays after 3pm,
C001341,2026-06-27,human,Layla,Kinship Supper Club,+15552635323,Data capture incomplete,,Tony Novak,,,
C001269,2026-06-22,human,Hiba,Nine Bridges Sandwich Shop,(555) 133-7876,No Answer,,,,,
C001610,2026-06-21,ai,dialler-02,Dovetail House Restaurant,5558362332,Callback,,,,,
C000157,2026-07-11,ai,dialler-03,Northbank Cantina,(555) 480-4006,Data capture incomplete,,,,,
C001152,2026-07-24,ai,dialler-01,Cardinal Kitchen,555-480-3326,Callback,,,,,
C000250,2026-07-15,ai,dialler-01,Marigold Sandwich Shop,(555) 192-6770,No Answer,,,,,
C001064,2026-07-06,ai,dialler-01,Cobalt Bakery,+15555151007,Data capture incomplete,,,,,
C000053,2026-06-27,ai,dialler-03,LANTERN STEAKHOUSE,555-379-9112,Gatekeeper,,,,,
C000847,2026-06-10,human,Hiba,Warbler Trattoria,+1 555 203 6871,Callback,,,,,
C001664,2026-07-25,ai,dialler-01,Inkwell Brasserie,+1 555 287 7152,No Answer,,,,,
C000098,2026-06-21,ai,dialler-03,Ember Cafe,555-615-0539,POS Validated,vellum pos,Kevin Okafor,GM,Tue/Thu mornings,
C001179,2026-06-15,ai,dialler-01,KINSHIP COFFEE,(555) 771-6835,Not reached,,,,,
C000249,2026-07-23,ai,dialler-02,Kinship Table,(555) 506-8500,Callback,,,,,
C001594,2026-06-12,ai,dialler-01,Bellwether Osteria,+1 555 234 0940,Data capture incomplete,,Ahmed Williams,,,
C000327,2026-06-15,ai,dialler-03,Redbird Bistro - Greenhithe,555.320.7541,POS Validated,cadence flex,,,,
C001409,2026-06-27,human,Layla,Warbler Wine Bar,555.614.6957,Not reached,,,,,
C001218,2026-06-21,ai,dialler-01,Fallowfield Juice Bar,(555) 136-0142,Data capture incomplete,,,,,
C001339,2026-07-27,human,Fatima,Juniper Creamery,+1 555 375 3850,Callback,,,,,
C000307,2026-06-18,ai,dialler-02,Ember Grill - Greenhithe,555.496.6837,No Answer,,,,,
C001367,2026-07-24,human,Sana,Sparrow Oyster Bar - Palisade Park,(555) 903-3943,Callback,,,,,
C000900,2026-07-29,ai,dialler-01,Juniper Table Verano Bay,+1 555 794 6078,POS Validated,Fernpost,,,,
C000394,2026-06-17,ai,dialler-01,Tidewater Kitchen,555-768-1544,Not reached,,,,,
C001792,2026-06-16,ai,dialler-02,Gallow Cantina,+1 555 579 8314,Not reached,,,,,
C000277,2026-07-01,ai,dialler-02,Mercado Grill,+15557711284,No Answer,,,,,
C000793,2026-06-23,human,Sana,SABLE GRILL,+1 555 610 5450,No Answer,,,,,
C000513,2026-06-22,ai,dialler-01,Palisade Cantina,555-366-2915,No Answer,,,,,
C000440,2026-06-27,ai,dialler-03,Persimmon Room,555.880.5470,No Answer,,,,,
C001528,2026-07-21,ai,dialler-03,The Oxbow Cantina,+1 555 233 5723,Gatekeeper,,,,,
C001861,2026-08-01,human,Fatima,Zephyr Kiosk,+15551250894,Not reached,,,,,
C000435,2026-07-23,human,Hiba,Saffron Supper Club,555.814.0796,No Answer,,,,,
C001290,2026-06-18,human,Layla,The Heron Wine Bar,+1 555 814 2169,Callback,,,,,
C001482,2026-07-30,ai,dialler-03,Vesper Cantina Verano Bay,555-936-5456,No Answer,,,,,
C000075,2026-07-30,ai,dialler-03,Loam Chophouse Verano Bay,(555) 728-0731,Callback,,,,,
C001798,2026-06-10,human,Layla,Driftwood Sandwich Shop - Sunfield,(555) 949-0319,POS Validated,northstar,Linda Chen,Owner,Mon-Fri 10am-12pm,
C001139,2026-06-28,human,Sana,Wren Table,+1 555 845 0001,Callback,,,,,
C000939,2026-08-02,ai,dialler-03,Nightjar Smoothie 1,555-476-4333,Not reached,,,,,
C000933,2026-06-14,ai,dialler-03,Understory House,555.925.5333,No Answer,,,,,
C000301,2026-07-31,human,Sana,Yarrow Cafe,555.278.9922,Data capture incomplete,,,,,
C000653,2026-06-11,human,Layla,NIGHTJAR SMOOTHIE 1 2 3,(555) 499-2643,Callback,,,,,
C000819,2026-07-19,ai,dialler-01,Gallow Chophouse,+1 555 498 6160,Data capture incomplete,,Marcus Garcia,,,
C001405,2026-06-13,human,Sana,Umber Alehouse,+15551168603,Data capture incomplete,,,,,
C000906,2026-07-09,ai,dialler-03,Ember Alehouse - Greenhithe,+1 555 825 6671,Data capture incomplete,,Kevin Kim,,,
C001688,2026-07-31,ai,dialler-03,Foxtail Oyster Bar,+1 555 202 7919,POS Validated,Northstar,Raj Miller,General Manager,After 9pm,
C000811,2026-07-26,human,Hiba,Copper Steakhouse,(555) 403-9796,No Answer,,,,,
C001122,2026-07-06,ai,dialler-03,Cinder Table - Palisade Park,(555) 559-4833,Data capture incomplete,,,,,
C000226,2026-06-18,ai,dialler-01,QUARRY CREAMERY 1,+1 555 618 4435,POS Validated,IRONCLAD,Elena Le,Owner,,
C001186,2026-07-29,human,Zara,Marigold Kitchen,+1 555 369 7870,No Answer,,,,,
C000092,2026-06-30,human,Sana,Stonecutter To Go,+1 555 355 4732,Not reached,,,,,
C000471,2026-07-16,ai,dialler-03,Marrow Kiosk 1 Restaurant,555.983.9270,POS Validated,Ironclad POS,,,,
C000861,2026-07-10,ai,dialler-02,Gallow Kitchen,+1 555 220 4942,POS Validated,Meridian Cloud POS,,,,
C001084,2026-07-21,ai,dialler-03,Yarrow Food Truck,555.291.8643,No Answer,,,,,
C000661,2026-06-28,human,Layla,Quarry Grill,555-566-3377,No Answer,,,,,
C001826,2026-06-28,ai,dialler-03,Redbird Boba 1,555-101-7251,Data capture incomplete,,,,,
C001788,2026-07-07,human,Hiba,Kinship Juice Bar,+1 555 714 1833,Callback,,,,,
C001487,2026-06-29,ai,dialler-02,Blue Heron Smokehouse,555.607.2815,Gatekeeper,,,,,
C000322,2026-07-02,ai,dialler-03,Quill Oyster Bar,5559627538,Not reached,,,,,
C001658,2026-06-30,ai,dialler-02,The Copper Donuts,5553704609,Gatekeeper,,,,,
C000732,2026-07-17,ai,dialler-02,FERNWOOD BISTRO,+15554947594,No Answer,,,,,
C001250,2026-08-02,human,Sana,Blue Heron Grill Restaurant,+15552638572,Gatekeeper,,,,,
C000134,2026-07-09,ai,dialler-02,Marigold To Go,+1 555 375 9845,No Answer,,,,,
C001094,2026-06-20,ai,dialler-03,Thistle Brasserie Restaurant,+15553485831,POS Validated,Meridian Server,Ana Hernandez,Co-Owner,,
C000834,2026-07-10,human,Fatima,Tallgrass Tavern,+15552316037,No Answer,,,,,
C000432,2026-07-27,ai,dialler-01,Lantern Creamery,+15557710382,No Answer,,,,,
C000520,2026-07-21,ai,dialler-02,OLIVE & ASH SANDWICH SHOP,5554456225,POS Validated,Cadence POS,Rachel Kim,Operations Manager,Mon-Fri 10am-12pm,
C000579,2026-07-13,ai,dialler-03,Violet Steakhouse,+1 555 841 8408,Callback,,,,,
C001430,2026-07-01,ai,dialler-01,Vesper Tavern,+1 555 757 9028,Data capture incomplete,,Katherine Andino,,,
C001602,2026-06-27,human,Sana,Golden Hour Trattoria - Palisade Park,(555) 925-6216,Callback,,,,,
C001169,2026-07-09,ai,dialler-03,WREN STEAKHOUSE,+1 555 360 8095,Callback,,,,,
C000736,2026-07-28,human,Fatima,Warbler Brasserie,+1 555 473 0670,Data capture incomplete,,Susan Le,,,
C000469,2026-06-18,human,Fatima,Magpie Tavern,555-869-9421,Callback,,,,,
C000605,2026-06-24,human,Zara,Foxglove Bakery,(555) 169-1942,Callback,,,,,
C000512,2026-07-16,ai,dialler-02,Palisade Cantina,(555) 366-2915,Callback,,,,,
C001251,2026-06-28,human,Layla,Blue Heron Grill,(555) 263-8572,No Answer,,,,,
C000052,2026-07-22,human,Layla,Lantern Steakhouse,555-379-9112,Not reached,,,,,
C001002,2026-07-23,ai,dialler-02,Violet Alehouse,5554866815,Data capture incomplete,,,,,
C000662,2026-06-11,ai,dialler-03,Oxbow Taqueria,+1 555 419 1309,No Answer,,,,,
C000110,2026-07-29,ai,dialler-01,Harrow Donuts 1,555.376.6327,Data capture incomplete,,,,,
C000439,2026-07-28,ai,dialler-02,The Saffron Supper Club,+15558140796,No Answer,,,,,
C001032,2026-06-12,ai,dialler-02,Marrow Smoothie 1,+15554018694,Data capture incomplete,,Hassan Le,,,
C000312,2026-06-20,ai,dialler-02,Marrow Steakhouse,5552646034,No Answer,,,,,
C001713,2026-07-30,human,Zara,Amber Cafe,+15556537967,No Answer,,,,,
C001153,2026-06-10,human,Layla,Cardinal Kitchen,555-480-3326,No Answer,,,,,
C000248,2026-06-15,human,Zara,Kinship Table,+1 555 506 8500,Callback,,,,,
C000366,2026-07-18,ai,dialler-03,Northbank Brasserie,(555) 156-1019,Data capture incomplete,,,,,
C000610,2026-07-13,ai,dialler-03,Sixpence Room,+1 555 870 6960,POS Validated,Vellum,,,,
C000255,2026-08-02,ai,dialler-03,Copper Taqueria,(555) 956-6985,Data capture incomplete,,,,,
C001642,2026-08-01,human,Layla,Northbank Chophouse,555.878.1411,No Answer,,,,,
C000877,2026-06-09,human,Sana,Zephyr Brasserie,+1 555 748 2588,Callback,,,,,
C001573,2026-07-23,human,Layla,TALLGRASS JUICE BAR,+15558855869,Data capture incomplete,,,,,
C000365,2026-06-29,ai,dialler-01,NORTHBANK BRASSERIE,+15551561019,Data capture incomplete,,,,,
C001827,2026-06-11,human,Layla,The Violet Grill,555-173-4875,POS Validated,IRONCLAD,Beatriz Brown,Owner,Mon-Fri 10am-12pm,
C001050,2026-07-01,human,Zara,Pike Wine Bar,(555) 539-4313,Callback,,,,,
C000380,2026-07-06,ai,dialler-03,Umber Supper Club,(555) 572-0830,Callback,,,,,
C000879,2026-07-13,human,Zara,Motherland Coffee - Greenhithe,5557176278,No Answer,,,,,
C000584,2026-07-16,ai,dialler-02,Foxglove Tavern,+15556019822,POS Validated,rivet,,,,
C000293,2026-06-23,human,Hiba,Blue Heron Room,5555498674,POS Validated,Ironclad POS,Ana Silva,Managing Partner,,ana.silva@blueheronroom.example
C001841,2026-07-03,ai,dialler-02,Little Bear Room,5556202962,Gatekeeper,,,,,
C001624,2026-06-30,ai,dialler-03,Sable Oyster Bar,(555) 974-1984,POS Validated,ironcladpos,,,,
C000914,2026-07-14,ai,dialler-03,Northbank House - Miradero,5558214370,Gatekeeper,,,,,
C000549,2026-06-21,human,Hiba,Magpie Kiosk,5553772256,Callback,,,,,
C000880,2026-07-31,ai,dialler-02,Sixpence Kitchen Restaurant,(555) 388-5996,Not reached,,,,,
C001700,2026-07-05,human,Layla,Salt & Vine Grill,555.738.7765,POS Validated,Cadence POS,Paul Okafor,Managing Partner,,
C000286,2026-07-15,human,Fatima,Ember Smoothie,5558692116,Callback,,,,,
C001575,2026-06-14,ai,dialler-03,Motherland Oyster Bar - Sunfield,5552850661,Data capture incomplete,,,,,
C001562,2026-07-25,human,Fatima,Marrow Table Restaurant,5557738524,Data capture incomplete,,,,,
C001577,2026-07-31,ai,dialler-01,Motherland Oyster Bar,+15552850661,No Answer,,,,,
C000614,2026-06-30,human,Hiba,Bluebird Brasserie,555.616.7261,Callback,,,,,
C000372,2026-07-07,ai,dialler-03,Golden Hour Table Restaurant,5555696778,POS Validated,Meridian Cloud,,,,
C001587,2026-06-17,ai,dialler-03,Redbird Brasserie,555.640.6608,Data capture incomplete,,,,,
C001093,2026-07-04,human,Layla,Thicket Supper Club,(555) 803-5534,Gatekeeper,,,,,
C001289,2026-07-11,human,Hiba,The Heron Wine Bar,(555) 814-2169,POS Validated,Orbit POS,Paul Le,Operations Manager,Before 11am,
C001257,2026-06-15,human,Layla,Blue Heron Oyster Bar,(555) 665-0346,Callback,,,,,
C001778,2026-07-14,ai,dialler-01,Little Brasserie - Corvo Heights,555.686.1581,No Answer,,,,,
C000619,2026-07-08,ai,dialler-02,Persimmon Donuts,555.330.6602,Not reached,,,,,
C001786,2026-06-30,ai,dialler-01,Kinship Juice Bar,+15557141833,Data capture incomplete,,,,,
C000935,2026-07-30,human,Fatima,Heron Chophouse,5553837725,Not reached,,,,,
C001518,2026-06-16,ai,dialler-03,Mercado Supper Club - Palisade Park,+1 555 544 8604,No Answer,,,,,
C000541,2026-07-16,ai,dialler-01,Zephyr Kitchen,+1 555 692 9482,Gatekeeper,,,,,
C000362,2026-07-03,ai,dialler-02,Inkwell Food Truck,+1 555 815 3619,Data capture incomplete,,,,,
C001118,2026-06-23,ai,dialler-03,ROSEWATER DINING ROOM,5554245646,No Answer,,,,,
C000319,2026-07-12,ai,dialler-03,Amber Dining Room,5557416843,No Answer,,,,,
C001298,2026-07-14,ai,dialler-01,Quill To Go - Ferrymead,555.992.9262,Data capture incomplete,,Linda Schmidt,,,
C000010,2026-07-25,ai,dialler-01,Harrow Kitchen,555.716.0675,POS Validated,Fern Post,,,,
C000315,2026-06-19,ai,dialler-01,Marrow Steakhouse,(555) 264-6034,Callback,,,,,
C001441,2026-06-18,ai,dialler-03,Mercado Bistro - Stillwater,555.494.1684,Not reached,,,,,
C001047,2026-06-27,human,Sana,Olive & Ash Smoothie - Fox Hollow,555.216.2459,Callback,,,,,
C000463,2026-07-15,ai,dialler-02,Amber Chophouse,+1 555 413 9264,Data capture incomplete,,,,,
C001105,2026-07-06,human,Fatima,Basil & Bone Oyster Bar,+15557178453,Callback,,,,,
C000048,2026-06-09,ai,dialler-01,Ironwood Supper Club Verano Bay,5557084176,POS Validated,Northstar Restaurant,Peter Haddad,Owner,,
C000760,2026-07-20,ai,dialler-01,Tin Roof Smokehouse,555-364-4090,Not reached,,,,,
C000949,2026-07-29,ai,dialler-01,The Little Bear Creamery,+15552039178,Gatekeeper,,,,,
C000278,2026-07-19,ai,dialler-02,Mercado Grill,555-771-1284,No Answer,,,,,
C000261,2026-07-07,ai,dialler-03,Bluebird Supper Club,5556309806,Not reached,,,,,
C000398,2026-06-28,ai,dialler-01,Yarrow Alehouse - Ferrymead,(555) 448-4520,POS Validated,Saltbox,James Garcia,General Manager,,
C000038,2026-07-16,ai,dialler-01,Ember Dining Room,555.383.0788,Callback,,,,,
C001141,2026-06-12,ai,dialler-01,ROSEWATER OSTERIA,555-992-0679,Data capture incomplete,,Luis Novak,,,
C001752,2026-06-09,ai,dialler-03,Redbird Trattoria - Calder Park,+1 555 477 6683,Callback,,,,,
C001868,2026-07-15,human,Hiba,Gallow House Verano Bay,555.900.8040,No Answer,,,,,
C001536,2026-06-26,human,Fatima,MARROW SUPPER CLUB,555.459.0284,POS Validated,Meridian Server,,,,
C001578,2026-07-16,human,Sana,Motherland Oyster Bar,555.285.0661,Data capture incomplete,,,,,
C000694,2026-07-02,human,Layla,Jackdaw Alehouse,555-940-7431,POS Validated,Meridian Cloud,,,,
C001057,2026-07-18,human,Zara,Golden Hour Oyster Bar,555.822.7656,POS Validated,Ironclad POS,Hassan Martinez,Owner,Before 11am,hassan.martinez@goldenhouroysterba.example
C001249,2026-07-28,human,Fatima,Blue Heron Grill,(555) 263-8572,Not reached,,,,,
C001194,2026-06-30,ai,dialler-03,Tallgrass Brasserie Restaurant,+1 555 957 7509,No Answer,,,,,
C000168,2026-07-29,ai,dialler-03,Loam Bistro,+1 555 148 5078,Not reached,,,,,
C000607,2026-06-12,ai,dialler-03,Foxglove Bakery,+15551691942,Data capture incomplete,,Daniel Silva,,,
C001072,2026-08-02,ai,dialler-01,Cardinal Juice Bar 1,(555) 556-2775,Callback,,,,,
C000147,2026-07-06,ai,dialler-03,Quarry Room,555-843-0541,Callback,,,,,
C000396,2026-07-13,human,Zara,Tidewater Kitchen,+1 555 768 1544,No Answer,,,,,
C000196,2026-07-19,ai,dialler-02,Amber Trattoria,555-396-3860,Not reached,,,,,
C000183,2026-07-03,ai,dialler-01,BASIL & BONE GRILL,+1 555 602 9528,Callback,,,,,
C001747,2026-07-06,human,Layla,Saffron Chophouse,555.202.9052,Not reached,,,,,
C000266,2026-07-14,ai,dialler-03,Verde Tavern,5554531243,Data capture incomplete,,Katherine Brown,,,
C000647,2026-06-27,ai,dialler-03,Plumb Room Restaurant,(555) 888-6139,Data capture incomplete,,,,,
C001434,2026-06-14,human,Layla,Magpie Cafe,+15558222697,Data capture incomplete,,Hassan Johnson,,,
C001026,2026-07-29,human,Zara,YARROW CANTINA,5558935560,Callback,,,,,
C000280,2026-07-19,human,Fatima,Rosewater Room - Miradero,+15559849171,Not reached,,,,,
C000868,2026-08-02,ai,dialler-03,Kingfisher Supper Club,5556312207,POS Validated,Cadence Mini,Grace Vasquez,Co-Owner,Tue/Thu mornings,
C000968,2026-07-14,ai,dialler-02,Wildwood Tavern - Marisol,5556049155,Data capture incomplete,,,,,
C001309,2026-07-04,ai,dialler-03,The Sorrel Kiosk,(555) 526-4040,Not reached,,,,,
C001429,2026-06-24,ai,dialler-02,Warbler Room,5553358592,Not reached,,,,,
C001137,2026-06-20,ai,dialler-03,The Thicket House,+1 555 594 1086,POS Validated,saltbox,,,,
C000424,2026-06-17,ai,dialler-03,Salt & Vine Trattoria,(555) 454-3132,Callback,,,,,
C001531,2026-07-18,ai,dialler-01,Prairie Kitchen,+15552357387,POS Validated,Cadence Station,,,,
C001617,2026-07-08,human,Layla,The Sparrow Cantina,5553283360,Callback,,,,,
C000090,2026-07-16,human,Zara,Blue Heron Alehouse - Palisade Park,5558726344,No Answer,,,,,
C001198,2026-06-27,ai,dialler-02,Inkwell Dining Room,+15553331445,Data capture incomplete,,,,,
C000207,2026-07-23,human,Fatima,Halcyon Bistro,555-456-8069,No Answer,,,,,
C001669,2026-07-07,human,Layla,Loam Dining Room,+1 555 749 1465,Callback,,,,,
C001588,2026-07-03,ai,dialler-02,Harrow Room,+15555802105,Not reached,,,,,
C001446,2026-07-05,human,Fatima,Roan Boba,+15557259463,Not reached,,,,,
C000534,2026-06-24,ai,dialler-02,Oxbow Food Truck,555.362.7612,Data capture incomplete,,,,,
C001199,2026-07-14,human,Hiba,Jackdaw Table,+15552967017,Not reached,,,,,
C001413,2026-06-18,ai,dialler-01,Redbird House,555-905-4701,No Answer,,,,,
C000437,2026-07-15,ai,dialler-02,Saffron Supper Club,+1 555 814 0796,Callback,,,,,
C000853,2026-07-07,ai,dialler-03,Warbler Chophouse - Miradero,+1 555 236 0630,Data capture incomplete,,Paul Torres,,,
C001873,2026-06-21,human,Sana,The Halcyon Cantina,+1 555 854 0356,No Answer,,,,,
C001138,2026-06-26,human,Layla,Wren Table,5558450001,POS Validated,NorthStar,Beatriz Murphy,General Manager,Before 11am,beatriz.murphy@wrentable.example
C000987,2026-07-19,ai,dialler-01,The Blue Heron Bistro,+1 555 289 6044,POS Validated,Ironclad,Linda Novak,Owner,,
C000833,2026-07-21,human,Fatima,Pike Steakhouse,+1 555 411 1874,Not reached,,,,,
C001522,2026-06-13,ai,dialler-01,The Loam Oyster Bar,555.975.2218,Callback,,,,,
C001796,2026-06-23,ai,dialler-02,Orchard Supper Club,+15556134307,No Answer,,,,,
C001485,2026-07-15,ai,dialler-03,Blue Heron Smokehouse,+1 555 607 2815,Not reached,,,,,
