source_row_id,source_platform,scraped_date,name,address,city,postcode,neighbourhood,phone,website,cuisine,price_band,rating,review_count,fullservice_keyword_filter,fullservice_llm_filter,fullservice_llm_confidence,pos_system,pos_signal,pos_eligibility,chain_size_bucket,restaurant_group
R003024,atlasmaps,2026-07-14,The Mercado Boba 1,7060 W Ashfield St,Verano Bay,40168,Kingsway,555.483.8661,https://www.mercadoboba1.example,Contemporary,$$$$,4.0,225,fail,fail,0.97,-,none,unknown,SME,
R000942,atlasmaps,2026-07-19,Orchard Steakhouse,7209 S Ashfield St,Verano Bay,40298,Bramble Row,555-864-0367,https://www.orchardsteakhouse.example,Mediterranean,$$,4.0,570,pass,pass,0.84,tessera,website_fingerprint,pass,SME,
R000981,civicpages,2026-07-12,Sorrel House - Stillwater,110 South Serra Street,Verano Bay,40153,Sablewood,+15554618937,https://www.sorrelhouse.example,Korean,$$$,3.6,168,pass,pass,0.78,ironclad,website_fingerprint,fail,SME,
R001684,tablefind,2026-06-30,Bramble Room,2022 S Fennimore Ave,Verano Bay,40728,Fox Hollow,(555) 407-6967,https://www.brambleroom.example,Mediterranean,$$$,3.5,502,pass,pass,0.82,ORBIT,website_fingerprint,pass,SME,
R002090,atlasmaps,2026-07-01,Fallowfield Steakhouse,7747 N Serra Ave,Verano Bay,40356,Ashgrove,+1 555 334 6929,https://www.fallowfieldsteakhouse.example,Contemporary,$$$,4.1,826,pass,pass,0.72,,none,unknown,SME,
R002434,tablefind,2026-07-04,Palisade Cafe 1,938 S Vance Street,Verano Bay,40732,Calder Park,+1 555 185 7055,https://www.palisadecafe1.example,Spanish,$$$,4.1,1099,pass,fail,0.73,vellum pos,website_fingerprint,pass,SME,
R002553,atlasmaps,2026-07-21,Basil & Bone Donuts,437 E Quinton St,Verano Bay,40772,Bramble Row,555-296-4406,,Japanese,$$$$,4.6,401,pass,fail,0.77,Unknown,none,unknown,SME,
R001145,tablefind,2026-07-03,The Foxglove Oyster Bar,5968 East Vance Boulevard,Verano Bay,40475,Miradero,555.667.9857,https://www.foxgloveoysterbar.example,Seafood,$$,4.7,896,pass,pass,0.92,,none,unknown,SME,
R002449,roamly,2026-07-08,Plumb Bakery,1296 N Calder St,Verano Bay,40473,Marisol,+15552007616,https://www.plumbbakery.example,Italian,$$,4.5,461,pass,fail,0.88,Unknown,none,unknown,SME,
R001018,civicpages,2026-07-09,Sable Table,7859 N Quinton Blvd,Verano Bay,40620,Stillwater,+15556061120,https://www.sabletable.example,Ethiopian,$$,4.0,682,pass,pass,0.9,n/a,none,unknown,SME,
R001207,atlasmaps,2026-07-27,The Foxtail Oyster Bar,"883 E Ashfield Ave, Verano Bay",Verano Bay,40178,Kingsway,+1 555 202 7919,,Mediterranean,$$,4.5,1329,pass,pass,0.84,n/a,none,unknown,SME,
R000849,dineline,2026-07-15,Quarry Osteria,7991 S Quinton Rd,Verano Bay,40456,Harbor Point,5554684021,https://www.quarryosteria.example,Polish,$$$$,4.5,412,pass,pass,0.73,,none,unknown,SME,
R000905,dineline,2026-07-22,JACKDAW TAQUERIA,215 N Vance St,Verano Bay,40704,Harbor Point,+15551098830,https://www.jackdawtaqueria.example,Korean,$$,3.9,1317,pass,pass,0.96,Ironclad POS,website_fingerprint,fail,SME,
R000198,roamly,2026-07-03,Vesper Smokehouse,2960 E Rivermead Street,Verano Bay,40243,Old Mill,5555407227,,Japanese,$$$,4.0,1010,pass,pass,0.95,-,none,unknown,SME,
R001943,atlasmaps,2026-07-27,Juniper House,5769 E Mallow Blvd,Verano Bay,40385,Calder Park,5556783413,,Peruvian,$$,3.6,290,pass,pass,0.91,unknown,none,unknown,SME,
R003155,tablefind,2026-07-09,Loam Room - Windrow,5792 W Bayard Road,Verano Bay,40427,Windrow,555.949.4642,https://www.loamroom.example,Italian,$,3.7,1135,pass,pass,0.81,Unknown,none,unknown,mid-cap,Loam Group
R000968,bookwell,2026-07-11,Plumb Brasserie,6567 E Rivermead Rd,Verano Bay,40100,Templeton,555-285-4236,https://www.plumbbrasserie.example,Ethiopian,$$$$,3.4,2231,pass,pass,0.73,Unknown,none,unknown,SME,
R002448,bookwell,2026-07-15,TIN ROOF SANDWICH SHOP,4175 W Fennimore Avenue,Verano Bay,40414,Calder Park,555.217.5216,https://www.tinroofsandwichshop.example,Polish,$$,4.1,908,pass,fail,0.9,N/A,none,unknown,SME,
R001831,atlasmaps,2026-07-20,Rosewater Kitchen,7432 North Ashfield Rd,Verano Bay,40579,Old Mill,,,Mediterranean,$$,4.5,2127,pass,pass,0.75,n/a,none,unknown,SME,
R003084,dineline,2026-07-12,Dovetail Dining Room,6682 N Mallow Ave,Verano Bay,40416,Ashgrove,5557809412,https://www.dovetaildiningroom.example,Ethiopian,$,4.8,1508,pass,pass,0.8,UNKNOWN,none,unknown,mid-cap,Dovetail Group
R002915,bookwell,2026-07-14,Zephyr Juice Bar 1 Verano Bay,"4567 E Tarrow St, Verano Bay",Verano Bay,40206,Fox Hollow,555-505-5284,https://www.zephyrjuicebar1.example,Spanish,$$,4.2,967,fail,fail,0.91,Meridian,website_fingerprint,pass,SME,
R001685,roamly,2026-07-25,The Bramble Room,2022 S Fennimore Ave,Verano Bay,40199,Fox Hollow,5554076967,https://www.brambleroom.example,Mediterranean,$$$,3.5,560,pass,pass,0.96,Orbit Systems,website_fingerprint,pass,SME,
R003278,bookwell,2026-07-19,Warbler Supper Club,806 North Halloway Blvd,Verano Bay,40531,Miradero,+1 555 904 2749,https://www.warblersupperclub.example,Steakhouse,$$$,4.4,653,pass,pass,0.95,CADENCE,website_fingerprint,fail,large,Warbler Inc
R000038,roamly,2026-07-08,Halcyon Oyster Bar,1180 N Tarrow Rd,Verano Bay,40382,Fox Hollow,+1 555 983 0210,https://www.halcyonoysterbar.example,Polish,$$$,3.6,392,pass,pass,0.76,Ironclad,website_fingerprint,fail,SME,Halcyon Dining
R000460,roamly,2026-07-24,Sorrel Grill,7986 N Calder Rd,Verano Bay,40270,Sablewood,+1 555 968 9127,https://www.sorrelgrill.example,Indian,$$$,4.2,1020,pass,pass,0.81,ironcladpos,website_fingerprint,fail,SME,
R001321,atlasmaps,2026-07-11,Tin Roof Wine Bar,5532 E Serra Ave,Verano Bay,40560,Alder Heights,555-952-8676,https://www.tinroofwinebar.example,Greek,$$$,4.7,1709,pass,pass,0.88,n/a,none,unknown,SME,
R000320,civicpages,2026-07-27,Foxglove Steakhouse,2821 N Halloway Ave,Verano Bay,40427,Cedar Cross,+15553471083,https://www.foxglovesteakhouse.example,Italian,$$$,4.1,97,pass,pass,0.95,not found,none,unknown,SME,
R002704,tablefind,2026-07-14,Marigold Sandwich Shop,4325 E Vance Road,Verano Bay,40411,Rivera District,555.192.6770,,Ethiopian,$$$$,4.3,543,fail,fail,0.93,unknown,none,unknown,SME,
R001663,bookwell,2026-07-27,The Silverfin Wine Bar,3260 East Tarrow Avenue,Verano Bay,40226,Rivera District,555-120-1242,https://www.silverfinwinebar.example,Contemporary,$$$,4.3,1011,pass,pass,0.83,n/a,none,unknown,SME,
R000896,tablefind,2026-07-02,Copper Grill,4804 E Fennimore St,Verano Bay,40632,Fox Hollow,555-518-8277,https://www.coppergrill.example,Spanish,$$,4.3,205,pass,pass,0.88,,none,unknown,SME,
R001889,tablefind,2026-07-23,Tidewater Trattoria Verano Bay,6545 N Ashfield Street,Verano Bay,40448,Stillwater,+1 555 798 0119,https://www.tidewatertrattoria.example,Indian,$$$,4.1,66,pass,pass,0.91,,none,unknown,SME,
R000789,civicpages,2026-07-11,Wren Brasserie,1414 W Tarrow Ave,Verano Bay,40466,Greenhithe,(555) 392-2127,https://www.wrenbrasserie.example,Thai,$$,4.6,829,pass,pass,0.88,unknown,none,unknown,SME,
R000573,bookwell,2026-07-26,Rosewater Room,5285 W Ashfield Ave,Verano Bay,40267,Bayview Flats,+15559849171,https://www.rosewaterroom.example,Vietnamese,$$$$,3.5,850,pass,pass,0.78,N/A,none,unknown,SME,
R001640,bookwell,2026-07-13,Palisade Bistro,5907 East Mallow Avenue,Verano Bay,40638,Corvo Heights,+1 555 372 8108,,Peruvian,$$$,4.1,702,pass,pass,0.95,N/A,none,unknown,SME,
R002156,atlasmaps,2026-07-19,Quarry Tavern,2402 E Tarrow Blvd,Verano Bay,40237,Windrow,+15557903296,https://www.quarrytavern.example,Italian,$$$,4.1,946,pass,pass,0.87,vellum pos,website_fingerprint,pass,SME,
R000559,atlasmaps,2026-07-27,Hearth Trattoria,4647 S Wexley Ave,Verano Bay,40665,Quarry End,555.699.6744,https://www.hearthtrattoria.example,Ethiopian,$,4.0,883,pass,pass,0.75,Salt Box,website_fingerprint,fail,SME,
R001997,roamly,2026-07-13,Lantern Taqueria - Quarry End,2587 W Bayard Blvd,Verano Bay,40736,Miradero,+1 555 290 3469,,Indian,$$$,4.4,1186,pass,pass,0.89,not found,none,unknown,SME,
R003244,roamly,2026-07-05,Bluebird Supper Club,3799 W Halloway Ave,Verano Bay,40301,Templeton,(555) 630-9806,https://www.bluebirdsupperclub.example,Peruvian,$$$$,4.8,1622,pass,pass,0.83,n/a,none,unknown,mid-cap,Bluebird Group
R000904,civicpages,2026-07-06,Jackdaw Taqueria,215 N Vance St,Verano Bay,40393,Harbor Point,+15551098830,https://www.jackdawtaqueria.example,Korean,$$,4.0,1272,pass,pass,0.84,N/A,none,unknown,SME,
R003285,roamly,2026-07-02,Kinship Oyster Bar,1708 S Cortez Blvd,Verano Bay,40301,Greenhithe,555.458.3854,https://www.kinshipoysterbar.example,Barbecue,$$$$,3.9,240,pass,pass,0.93,Unknown,none,unknown,large,Kinship Inc
R001443,bookwell,2026-07-05,Motherland Bistro,583 S Rivermead Ave,Verano Bay,40586,Bramble Row,+1 555 147 3588,,Vietnamese,$,4.4,1312,pass,pass,0.72,,none,unknown,SME,
R000575,dineline,2026-07-03,Cinder Kitchen,344 E Prospect St,Verano Bay,40140,Marisol,5555451514,https://www.cinderkitchen.example,Japanese,$$$,3.7,692,pass,pass,0.76,cadence,website_fingerprint,fail,SME,
R000068,civicpages,2026-07-01,Quill Cantina,5998 N Calder Blvd,Verano Bay,40732,Miradero,555-480-1308,https://www.quillcantina.example,Spanish,$$$,4.6,574,pass,pass,0.89,unknown,none,unknown,SME,
R002697,atlasmaps,2026-06-30,Yarrow Express,6414 E Bayard Blvd,Verano Bay,40496,Cedar Cross,+1 555 199 2756,https://www.yarrowexpress.example,Seafood,$$$$,3.5,752,fail,fail,0.75,Cadence,website_fingerprint,fail,SME,
R001910,civicpages,2026-07-15,Foxglove Tavern,1908 N Calder Ave,Verano Bay,40467,Templeton,555-601-9822,https://www.foxglovetavern.example,Thai,$$,4.1,1305,pass,pass,0.96,UNKNOWN,none,unknown,SME,
R000212,roamly,2026-07-02,Tidewater Chophouse - Stillwater,3963 East Calder Street,Verano Bay,40435,Templeton,555-948-7955,https://www.tidewaterchophouse.example,Greek,$$,4.5,360,pass,pass,0.74,UNKNOWN,none,unknown,SME,
R000716,tablefind,2026-07-10,Persimmon Steakhouse,4275 E Cortez Ave,Verano Bay,40558,Corvo Heights,555-808-5136,https://www.persimmonsteakhouse.example,Italian,$$$,4.3,1547,pass,pass,0.95,UNKNOWN,none,unknown,SME,
R002533,bookwell,2026-07-21,Copper Kiosk,7681 E Ashfield Blvd,Verano Bay,40524,Sunfield,(555) 497-6981,,Mexican,$$,4.5,679,fail,fail,0.78,UNKNOWN,none,unknown,SME,
R001359,tablefind,2026-07-01,Warbler Cantina,4161 W Lindmere Rd,Verano Bay,40286,Windrow,+1 555 929 9863,https://www.warblercantina.example,Steakhouse,$$$,4.6,1285,pass,pass,0.98,n/a,none,unknown,SME,
R001211,dineline,2026-07-06,Zephyr Supper Club Verano Bay,247 East Calder Avenue,Verano Bay,40335,Bayview Flats,,,Japanese,$$,4.3,1240,pass,pass,0.75,,none,unknown,SME,
R001028,dineline,2026-07-18,Little Bear Trattoria,4328 E Cortez Ave,Verano Bay,40730,Quarry End,5558848515,https://www.littlebeartrattoria.example,Thai,$$$,4.3,612,pass,pass,0.84,Ironclad POS,website_fingerprint,fail,SME,
R000987,civicpages,2026-07-19,Nettle House Verano Bay,3668 East Quinton Boulevard,Verano Bay,40525,Sablewood,+15554969540,https://www.nettlehouse.example,Vietnamese,$$$,3.7,2349,pass,pass,0.95,N/A,none,unknown,SME,
R002513,bookwell,2026-07-07,Vesper Juice Bar 1,7439 W Serra Rd,Verano Bay,40261,Lantern Hill,555-501-1046,,Thai,$,4.3,1297,pass,fail,0.81,not found,none,unknown,SME,
R000175,tablefind,2026-07-03,Silverfin Trattoria,6085 W Lindmere St,Verano Bay,40390,Bayview Flats,5554973534,https://www.silverfintrattoria.example,Spanish,$$,3.7,565,pass,pass,0.84,,none,unknown,SME,
R002756,roamly,2026-07-09,Rosewater Sandwich Shop,2204 S Wexley St,Verano Bay,40456,Palisade Park,555.238.0589,,Greek,$$,3.6,2028,fail,fail,0.8,-,none,unknown,SME,
R000690,roamly,2026-07-03,KETTLE SUPPER CLUB,5206 North Halloway Avenue,Verano Bay,40399,Sunfield,5557096290,https://www.kettlesupperclub.example,Korean,$$,4.6,2069,pass,pass,0.86,UNKNOWN,none,unknown,SME,
R001678,bookwell,2026-07-18,Dovetail Trattoria,218 E Quinton Rd,Verano Bay,40761,Lantern Hill,555.500.3879,https://www.dovetailtrattoria.example,Japanese,$$,4.3,190,pass,pass,0.8,N/A,none,unknown,SME,
R002245,roamly,2026-07-05,ROAN STEAKHOUSE,5952 West Lindmere Road,Verano Bay,40760,Fox Hollow,(555) 601-2321,https://www.roansteakhouse.example,Italian,$$,4.7,1261,pass,pass,0.88,Unknown,none,unknown,SME,
R001441,dineline,2026-07-23,Amber Grill Verano Bay,1603 North Quinton Road,Verano Bay,40285,Alder Heights,(555) 344-3772,https://www.ambergrill.example,Italian,$$$,3.6,1609,pass,pass,0.78,n/a,none,unknown,SME,
R000791,bookwell,2026-07-22,Persimmon Osteria,4607 E Quinton Blvd,Verano Bay,40752,Bayview Flats,,https://www.persimmonosteria.example,Thai,$$,4.3,1002,pass,pass,0.93,Unknown,none,unknown,SME,
R001421,roamly,2026-07-19,Gallow Wine Bar,5935 S Serra St,Verano Bay,40401,Windrow,,https://www.gallowwinebar.example,Ethiopian,$,4.4,1701,pass,pass,0.9,UNKNOWN,none,unknown,SME,
R001953,dineline,2026-07-10,Sorrel Chophouse,6018 N Serra Rd,Verano Bay,40420,Sablewood,5558022177,,Contemporary,$$$,4.0,367,pass,pass,0.98,n/a,none,unknown,SME,
R003388,tablefind,2026-07-14,Halcyon Smokehouse,2766 S Wexley Ave,Port Adair,40344,,(555) 714-6302,https://www.halcyonsmokehouse.example,Indian,$$$,3.9,169,pass,pass,0.92,-,none,unknown,SME,
R000804,tablefind,2026-07-24,Oxbow Bistro Restaurant,4410 W Mallow St,Verano Bay,40517,Palisade Park,555.831.3051,https://www.oxbowbistro.example,Barbecue,$$,3.8,784,pass,pass,0.96,IRONCLAD,website_fingerprint,fail,SME,
R000622,bookwell,2026-07-24,Salt & Vine Cantina,6577 East Vance Boulevard,Verano Bay,40258,Corvo Heights,+15559492127,https://www.saltvinecantina.example,Vietnamese,$$$$,4.4,1142,pass,pass,0.98,Ironclad,website_fingerprint,fail,SME,
R003367,roamly,2026-07-28,TALLGRASS KITCHEN,4723 N Cortez St,Verano Bay,40618,Windrow,555.461.1580,https://www.tallgrasskitchen.example,Barbecue,$,4.0,561,pass,pass,0.78,n/a,none,unknown,large,Tallgrass Inc
R000310,roamly,2026-07-04,Yarrow Oyster Bar - Sablewood,3790 West Bayard Road,Verano Bay,40228,Bayview Flats,555-634-2622,https://www.yarrowoysterbar.example,Peruvian,$$$,4.1,1513,pass,pass,0.82,Unknown,none,unknown,SME,
R002609,roamly,2026-06-30,Basil & Bone Donuts 1 Verano Bay,4063 East Rivermead Road,Verano Bay,40200,Miradero,5551093237,https://www.basilbonedonuts1.example,Italian,$$,3.4,1238,fail,fail,0.84,UNKNOWN,none,unknown,SME,
R002227,atlasmaps,2026-07-13,Dovetail Chophouse,6301 W Wexley Blvd,Verano Bay,40706,Ferrymead,+1 555 142 0806,https://www.dovetailchophouse.example,Seafood,$$,4.2,807,pass,pass,0.87,Cadence,website_fingerprint,fail,SME,
R001859,dineline,2026-07-17,Orchard Smokehouse,4936 N Lindmere Rd,Verano Bay,40539,Fox Hollow,+15559533041,,Thai,$$,4.3,991,pass,pass,0.96,unknown,none,unknown,SME,
R001085,atlasmaps,2026-07-08,Tidewater Osteria,1183 N Serra Ave,Verano Bay,40315,Cedar Cross,,https://www.tidewaterosteria.example,Contemporary,$$,4.1,2131,pass,pass,0.97,N/A,none,unknown,SME,
R000719,dineline,2026-07-27,Magpie Chophouse Restaurant,5269 S Bayard Road,Verano Bay,40753,Calder Park,(555) 173-3454,,Italian,$$,4.1,1704,pass,pass,0.91,UNKNOWN,none,unknown,SME,
R000431,bookwell,2026-07-19,Sixpence Room - Sunfield,4684 W Cortez Road,Verano Bay,40688,Lantern Hill,+1 555 870 6960,https://www.sixpenceroom.example,Contemporary,$$$,4.2,745,pass,pass,0.92,Vellum,website_fingerprint,pass,SME,
R001411,roamly,2026-07-07,YARROW WINE BAR,390 South Wexley Street,Verano Bay,40386,Corvo Heights,(555) 439-7505,https://www.yarrowwinebar.example,Italian,$$$,4.4,1059,pass,pass,0.88,not found,none,unknown,SME,
R001630,civicpages,2026-07-12,Fallowfield Smokehouse,5446 W Lindmere St,Verano Bay,40580,Corvo Heights,555.975.6310,https://www.fallowfieldsmokehouse.example,Ethiopian,$$,4.6,739,pass,pass,0.77,ironclad,website_fingerprint,fail,SME,
R002371,tablefind,2026-07-13,Yarrow Counter,7824 W Halloway Blvd,Verano Bay,40684,Bramble Row,5552341656,https://www.yarrowcounter.example,Indian,$$$,4.5,85,pass,fail,0.88,N/A,none,unknown,SME,
R001644,civicpages,2026-07-13,Sable Supper Club - Sablewood,6953 S Serra Blvd,Verano Bay,40135,Corvo Heights,5557171578,https://www.sablesupperclub.example,Japanese,$$$,4.0,873,pass,pass,0.95,Unknown,none,unknown,SME,
R001341,roamly,2026-07-26,Thistle Grill,4746 W Mallow Rd,Verano Bay,40407,Stillwater,5556908109,,Polish,$$,4.3,2117,pass,pass,0.75,not found,none,unknown,SME,
R003275,tablefind,2026-07-12,Fallowfield Wine Bar,2425 W Lindmere Rd,Verano Bay,40654,Stillwater,+1 555 363 8823,https://www.fallowfieldwinebar.example,Thai,$$,4.4,566,pass,pass,0.88,UNKNOWN,none,unknown,large,Fallowfield Inc
R003247,civicpages,2026-07-20,Larkspur Steakhouse - Fox Hollow,"2942 N Fennimore Rd, Verano Bay",Verano Bay,40233,Cedar Cross,555-295-6959,https://www.larkspursteakhouse.example,Korean,$$,4.6,1076,pass,pass,0.76,n/a,none,unknown,mid-cap,Larkspur Group
R000555,bookwell,2026-07-05,VERDE TAVERN,3655 W Prospect Street,Verano Bay,40288,Corvo Heights,(555) 453-1243,https://www.verdetavern.example,Ethiopian,$,3.7,837,pass,pass,0.78,Unknown,none,unknown,SME,
R003135,dineline,2026-07-25,Jackdaw Alehouse Restaurant,3989 East Prospect Boulevard,Verano Bay,40609,Ferrymead,+15559407431,https://www.jackdawalehouse.example,Steakhouse,$$,3.6,1044,pass,pass,0.92,Meridian Cloud,website_fingerprint,pass,mid-cap,Jackdaw Group
R002388,roamly,2026-07-03,Yarrow Counter 1 2,6003 S Calder Road,Verano Bay,40543,Ashgrove,5551605720,https://www.yarrowcounter12.example,Korean,$$,4.3,871,fail,fail,0.77,n/a,none,unknown,SME,
R002095,atlasmaps,2026-07-27,Violet Tavern,1446 E Ashfield Blvd,Verano Bay,40246,Sablewood,5555255390,https://www.violettavern.example,Steakhouse,$$,4.4,1537,pass,pass,0.96,not found,none,unknown,SME,
R003326,roamly,2026-07-13,Plumb Dining Room,1468 N Quinton Blvd,Verano Bay,40693,Cedar Cross,(555) 894-7075,https://www.plumbdiningroom.example,Mediterranean,$$$,3.8,206,pass,pass,0.75,N/A,none,unknown,large,Plumb Inc
R003152,dineline,2026-07-02,Fallowfield Taqueria,3062 W Halloway Ave,Verano Bay,40395,Sablewood,555-902-6105,https://www.fallowfieldtaqueria.example,Mexican,$$$,3.9,858,pass,pass,0.74,n/a,none,unknown,mid-cap,Fallowfield Group
R000140,dineline,2026-07-04,The Ember Chophouse,"108 N Ashfield Rd, Verano Bay",Verano Bay,40671,Bramble Row,+1 555 211 1847,https://www.emberchophouse.example,Steakhouse,$$,4.7,1053,pass,pass,0.9,Unknown,none,unknown,SME,
R001196,civicpages,2026-07-16,Nightjar Grill,5852 N Calder Rd,Verano Bay,40648,Sunfield,555.854.0243,https://www.nightjargrill.example,Ethiopian,$$,3.9,61,pass,pass,0.84,Rivet,website_fingerprint,fail,SME,
R003037,bookwell,2026-07-11,Sixpence Sandwich Shop,5686 N Mallow Blvd,Verano Bay,40707,Marisol,555.742.2018,https://www.sixpencesandwichshop.example,Vietnamese,$$,4.2,1630,fail,fail,0.83,N/A,none,unknown,SME,
R003197,atlasmaps,2026-07-26,Tallgrass Grill,2796 N Mallow St,Verano Bay,40708,Fox Hollow,5559618056,https://www.tallgrassgrill.example,Contemporary,$$$,3.9,121,pass,pass,0.84,not found,none,unknown,mid-cap,Tallgrass Group
R001278,dineline,2026-07-04,Heron Kitchen,7424 N Tarrow Ave,Verano Bay,40600,Alder Heights,+15551113944,https://www.heronkitchen.example,Italian,$$$,3.5,683,pass,pass,0.73,Cadence Mini,website_fingerprint,fail,SME,
R003218,civicpages,2026-07-08,YARROW BISTRO,326 S Mallow Road,Verano Bay,40639,Greenhithe,+15555494041,https://www.yarrowbistro.example,Spanish,$,3.7,726,pass,pass,0.93,UNKNOWN,none,unknown,mid-cap,Yarrow Group
R001822,bookwell,2026-07-19,Tin Roof Cantina,1698 W Halloway Rd,Verano Bay,40740,Windrow,(555) 250-5310,,Korean,$$,3.9,496,pass,pass,0.99,UNKNOWN,none,unknown,SME,
R000540,atlasmaps,2026-07-27,Golden Hour Kitchen - Stillwater,3348 E Vance Boulevard,Verano Bay,40520,Greenhithe,555-230-0824,https://www.goldenhourkitchen.example,Peruvian,$$,4.7,1173,pass,pass,0.85,,none,unknown,SME,
R002425,civicpages,2026-07-26,Violet Express Restaurant,1454 S Fennimore Street,Verano Bay,40762,Cedar Cross,+1 555 193 5927,https://www.violetexpress.example,Japanese,$$,3.6,818,pass,fail,0.83,,none,unknown,SME,
R000792,civicpages,2026-07-14,Persimmon Osteria Restaurant,4607 E Quinton Blvd,Verano Bay,40249,Bayview Flats,555-520-0806,https://www.persimmonosteria.example,Thai,$$,4.3,953,pass,pass,0.8,fernpost,website_fingerprint,fail,SME,
R001013,bookwell,2026-07-19,Stonecutter Room,6814 S Serra Ave,Verano Bay,40375,Fox Hollow,,https://www.stonecutterroom.example,Mediterranean,$$,4.1,107,pass,pass,0.79,,none,unknown,SME,
R003273,bookwell,2026-07-27,Tidewater Smokehouse - Old Mill,2268 S Halloway Street,Verano Bay,40650,Windrow,555.355.2431,https://www.tidewatersmokehouse.example,Contemporary,$,4.8,832,pass,pass,0.9,Meridian Cloud,website_fingerprint,pass,large,Tidewater Inc
R003091,bookwell,2026-07-19,Nightjar Bistro,7305 S Halloway St,Verano Bay,40190,Stillwater,(555) 302-7405,https://www.nightjarbistro.example,Korean,$,4.4,393,pass,pass,0.99,N/A,none,unknown,mid-cap,Nightjar Group
R002413,dineline,2026-07-14,HERON SANDWICH SHOP,6341 S Tarrow Street,Verano Bay,40411,Palisade Park,5556265711,https://www.heronsandwichshop.example,Barbecue,$$,4.4,1385,pass,fail,0.74,not found,none,unknown,SME,
R001793,bookwell,2026-07-14,Saffron Smokehouse - Templeton,4717 South Calder Avenue,Verano Bay,40681,Ferrymead,555.522.5870,https://www.saffronsmokehouse.example,French,$$$,4.7,44,pass,pass,0.91,Tessera Express,website_fingerprint,pass,SME,
